,index,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,YearRemodAdd,YearBuilt,OverallCond,1stFlrSF,OverallQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotArea,MSSubClass,2ndFlrSF,PavedDrive,HeatingQC,SaleCondition,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,CentralAir,Condition2,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,BldgType,Electrical,LotFrontage,GarageYrBlt,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,GarageCars,GarageArea,FireplaceQu,BsmtFinType2,BsmtExposure,GarageType,BsmtCond,BsmtQual,BsmtFinType1,GarageFinish,Utilities,GarageCond,MasVnrType,SaleType,Functional,KitchenQual,Exterior2nd,Exterior1st,GarageQual,MSZoning
1470,1471,0,1337,2,0,2,1,5,1,1999,1999,5,1337,7,203,68,0,0,0,0,0,6,2010,5858,120,0,Y,Ex,Normal,Pave,IR1,Lvl,FR2,Gtl,NAmes,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,26.0,1999.0,0.0,1051.0,0.0,354.0,1405.0,1.0,0.0,2.0,511.0,Fa,BLQ,No,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,None,WD,Typ,Gd,MetalSd,MetalSd,TA,RH
1471,1472,0,987,1,1,2,1,5,0,1971,1971,5,483,6,275,0,0,0,0,0,0,2,2010,1680,160,504,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,21.0,1971.0,504.0,156.0,0.0,327.0,483.0,0.0,0.0,1.0,264.0,Gd,Unf,No,Detchd,TA,TA,Rec,Unf,AllPub,TA,BrkFace,COD,Typ,TA,HdBoard,HdBoard,TA,RM
1472,1473,0,1092,1,1,3,1,6,0,1971,1971,5,525,5,0,0,0,0,0,0,0,3,2010,1680,160,567,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,21.0,1997.0,492.0,300.0,0.0,225.0,525.0,0.0,0.0,1.0,320.0,Gd,Unf,No,Detchd,TA,TA,Rec,Unf,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RM
1473,1474,0,1456,2,1,3,1,6,1,1975,1975,6,855,6,173,0,0,0,0,0,0,6,2010,2280,160,601,Y,TA,Normal,Pave,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,24.0,1975.0,0.0,514.0,0.0,341.0,855.0,0.0,0.0,2.0,440.0,TA,Unf,No,Attchd,TA,TA,ALQ,Unf,AllPub,TA,None,WD,Typ,Gd,Brk Cmn,Plywood,TA,RL
1474,1475,0,836,1,0,2,1,4,0,1975,1975,6,836,7,0,30,0,0,0,0,0,6,2010,2280,120,0,Y,Ex,Normal,Pave,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,24.0,1975.0,0.0,0.0,0.0,836.0,836.0,0.0,0.0,1.0,308.0,Gd,Unf,No,Attchd,TA,Gd,Unf,Unf,AllPub,TA,None,WD,Typ,TA,Brk Cmn,Plywood,TA,RL
1475,1476,0,2334,2,1,3,1,10,1,2010,2009,5,1627,9,144,133,0,0,0,0,0,1,2010,12858,60,707,Y,Ex,Partial,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Y,Norm,2Story,Gable,CompShg,Ex,TA,PConc,GasA,1Fam,SBrkr,102.0,2009.0,162.0,0.0,0.0,1590.0,1590.0,0.0,0.0,3.0,751.0,Gd,Unf,No,Attchd,TA,Ex,Unf,Fin,AllPub,TA,Stone,New,Typ,Ex,VinylSd,VinylSd,TA,RL
1476,1477,0,1544,2,0,3,1,7,0,2010,2009,5,1544,8,0,35,0,0,0,0,0,6,2010,12883,20,0,Y,Ex,Partial,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,94.0,2009.0,256.0,0.0,0.0,1544.0,1544.0,0.0,0.0,3.0,868.0,Gd,Unf,No,Attchd,TA,Gd,Unf,RFn,AllPub,TA,Stone,New,Typ,Gd,VinylSd,VinylSd,TA,RL
1477,1478,0,1698,2,0,3,1,7,1,2005,2005,5,1698,9,192,74,0,0,0,0,0,6,2010,11520,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NridgHt,PosN,Y,Norm,1Story,Hip,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,90.0,2005.0,615.0,110.0,0.0,1588.0,1698.0,0.0,0.0,3.0,730.0,Gd,Unf,No,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,Ex,VinylSd,VinylSd,TA,RL
1478,1479,0,1822,2,0,3,1,8,1,2006,2005,5,1822,8,0,119,0,0,0,0,0,2,2010,14122,20,0,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Y,Norm,1Story,Hip,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,79.0,2005.0,240.0,28.0,0.0,1794.0,1822.0,0.0,0.0,3.0,678.0,Gd,Unf,No,Attchd,TA,Ex,GLQ,RFn,AllPub,TA,BrkFace,WD,Typ,Ex,CmentBd,CemntBd,TA,RL
1479,1480,0,2696,2,1,3,1,10,2,2004,2003,5,2696,9,220,150,0,0,0,0,0,6,2010,14300,20,0,Y,Ex,Normal,Pave,Reg,HLS,Inside,Mod,NridgHt,Norm,Y,Norm,1Story,Hip,CompShg,Ex,TA,PConc,GasA,1Fam,SBrkr,110.0,2003.0,1095.0,1373.0,0.0,1473.0,2846.0,1.0,0.0,3.0,958.0,Gd,Unf,Gd,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,Ex,VinylSd,VinylSd,TA,RL
1480,1481,0,2250,2,1,3,1,7,1,2002,2002,5,1687,8,238,130,0,0,0,0,0,6,2010,13650,60,563,Y,Ex,Normal,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,105.0,2002.0,232.0,578.0,0.0,1093.0,1671.0,1.0,0.0,3.0,756.0,Ex,Unf,Gd,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1481,1482,0,1370,2,0,2,1,6,1,2006,2006,5,1370,8,120,49,0,0,0,0,0,4,2010,7132,120,0,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,41.0,2006.0,178.0,24.0,0.0,1346.0,1370.0,0.0,0.0,2.0,484.0,Gd,Unf,Mn,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,Stone,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1482,1483,0,1324,2,0,3,1,6,0,2005,2005,5,1324,6,36,23,0,0,0,0,0,1,2010,18494,20,0,Y,Ex,Normal,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,100.0,2005.0,0.0,0.0,0.0,1324.0,1324.0,0.0,0.0,2.0,430.0,Gd,Unf,No,Attchd,TA,Gd,Unf,Fin,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1483,1484,0,1145,2,0,2,1,6,0,2006,2006,5,1145,7,100,116,0,0,0,0,0,1,2010,3203,120,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,43.0,2006.0,14.0,16.0,0.0,1129.0,1145.0,0.0,0.0,2.0,437.0,Gd,Unf,Av,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1484,1485,0,1374,2,1,3,1,7,1,2004,2004,5,744,7,100,0,0,0,0,0,0,6,2010,13300,80,630,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,SLvl,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,67.0,2004.0,0.0,326.0,0.0,58.0,384.0,1.0,0.0,2.0,400.0,Gd,Unf,No,BuiltIn,TA,Gd,GLQ,Fin,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1485,1486,0,1733,2,1,3,1,7,1,2004,2004,5,847,7,144,48,0,0,0,0,0,4,2010,8577,60,886,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,63.0,2004.0,0.0,0.0,0.0,847.0,847.0,0.0,0.0,2.0,433.0,Gd,Unf,No,BuiltIn,TA,Gd,Unf,Fin,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1486,1487,0,2475,2,1,4,1,7,1,1998,1998,5,1645,8,23,172,0,0,256,0,0,1,2010,17433,60,830,Y,Ex,Normal,Pave,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Y,Norm,2Story,Hip,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,60.0,1998.0,114.0,0.0,0.0,1629.0,1629.0,0.0,0.0,3.0,962.0,TA,Unf,No,Attchd,TA,Ex,Unf,Fin,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1487,1488,0,1595,2,0,2,1,6,1,2006,2005,5,1595,8,144,0,0,0,0,0,0,5,2010,8987,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,73.0,2005.0,226.0,0.0,0.0,1595.0,1595.0,0.0,0.0,3.0,880.0,Gd,Unf,No,Attchd,TA,Gd,Unf,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1488,1489,0,1218,2,0,2,1,4,0,2010,2009,5,1218,7,0,136,0,0,0,0,0,4,2010,9215,20,0,Y,Ex,Partial,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,1Story,Hip,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,92.0,2009.0,0.0,0.0,0.0,1218.0,1218.0,0.0,0.0,2.0,676.0,Gd,Unf,No,Attchd,TA,Gd,Unf,RFn,AllPub,TA,None,New,Typ,Gd,VinylSd,VinylSd,TA,FV
1489,1490,0,1468,2,0,2,1,6,1,2005,2005,5,1468,6,0,102,0,0,216,0,0,5,2010,10440,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,84.0,2005.0,0.0,1414.0,0.0,54.0,1468.0,1.0,0.0,2.0,528.0,Gd,Unf,No,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,FV
1490,1491,0,1659,2,1,3,1,8,0,2004,2004,5,831,7,144,68,0,0,0,0,0,4,2010,11920,60,828,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,70.0,2004.0,122.0,0.0,0.0,831.0,831.0,0.0,0.0,2.0,484.0,Gd,Unf,Av,Attchd,TA,Gd,Unf,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1491,1492,0,1012,1,0,2,1,5,0,1950,1920,5,1012,5,121,0,80,0,0,0,0,4,2010,9800,30,0,Y,TA,Normal,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Feedr,N,Norm,1Story,Gable,CompShg,TA,Fa,BrkTil,GasA,1Fam,FuseA,70.0,1920.0,0.0,0.0,0.0,816.0,816.0,0.0,0.0,1.0,429.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RH
1492,1493,0,1494,2,0,3,1,7,2,2002,1974,6,1494,6,296,0,186,0,0,0,0,4,2010,15410,20,0,Y,Ex,Abnorml,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,RRNe,Y,Norm,1Story,Hip,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,39.0,1974.0,250.0,126.0,859.0,223.0,1208.0,1.0,0.0,2.0,461.0,Fa,GLQ,Gd,Attchd,TA,TA,BLQ,Fin,AllPub,TA,BrkCmn,WD,Typ,TA,Plywood,Plywood,TA,RL
1493,1494,0,2349,2,1,4,1,9,1,1993,1993,5,1251,8,32,130,0,0,0,0,0,6,2010,13143,60,1098,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,85.0,1993.0,504.0,250.0,981.0,0.0,1231.0,1.0,0.0,3.0,762.0,TA,GLQ,No,Attchd,TA,Gd,LwQ,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,ImStucc,HdBoard,TA,RL
1494,1495,0,2225,2,1,4,1,7,1,1993,1992,5,1402,8,198,30,0,0,0,0,0,6,2010,11134,60,823,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,88.0,1992.0,180.0,1129.0,0.0,261.0,1390.0,1.0,0.0,3.0,713.0,TA,Unf,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,HdBoard,HdBoard,TA,RL
1495,1496,0,1488,2,0,2,1,6,1,2005,2004,5,1488,7,168,50,0,0,0,0,0,3,2010,4835,120,0,Y,Ex,Normal,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,25.0,2004.0,0.0,1298.0,0.0,190.0,1488.0,1.0,0.0,2.0,506.0,Gd,Unf,Av,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,None,WD,Typ,Gd,MetalSd,MetalSd,TA,FV
1496,1497,0,1680,2,1,2,1,3,0,2004,2004,5,840,7,0,111,0,0,0,0,0,1,2010,3515,160,840,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,39.0,2004.0,0.0,0.0,0.0,840.0,840.0,0.0,0.0,2.0,588.0,Gd,Unf,No,Attchd,TA,Gd,Unf,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,FV
1497,1498,0,1200,2,1,2,1,4,0,2004,2004,5,600,7,0,172,0,0,0,0,0,4,2010,3215,160,600,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,30.0,2004.0,120.0,280.0,0.0,320.0,600.0,0.0,0.0,2.0,480.0,Gd,Unf,Av,Detchd,TA,Gd,GLQ,RFn,AllPub,TA,BrkFace,ConLD,Typ,Gd,MetalSd,MetalSd,TA,FV
1498,1499,0,1200,2,1,2,1,4,0,2005,2004,5,600,7,0,172,0,0,0,0,0,2,2010,2544,160,600,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Twnhs,SBrkr,24.0,2004.0,0.0,368.0,42.0,190.0,600.0,1.0,0.0,2.0,480.0,Gd,ALQ,No,Detchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Gd,MetalSd,MetalSd,TA,FV
1499,1500,0,1236,2,1,2,1,4,0,2005,2005,5,600,6,0,166,0,0,0,0,0,5,2010,2544,160,636,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Twnhs,SBrkr,24.0,2005.0,216.0,376.0,0.0,224.0,600.0,1.0,0.0,2.0,480.0,Gd,Unf,No,Detchd,TA,Gd,GLQ,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,FV
1500,1501,0,1512,2,1,2,1,5,0,2000,2000,5,756,6,0,32,0,0,0,0,0,5,2010,2980,160,756,Y,Ex,Normal,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,42.71613693237305,2000.0,1159.0,466.0,0.0,290.0,756.0,1.0,0.0,2.0,440.0,Gd,Unf,No,Detchd,TA,Gd,GLQ,Unf,AllPub,TA,BrkFace,WD,Typ,Gd,MetalSd,MetalSd,TA,FV
1501,1502,0,1080,2,1,2,1,4,0,2003,2003,5,530,7,0,50,0,0,0,0,0,6,2010,2403,160,550,Y,Ex,Normal,Pave,IR1,Lvl,FR2,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,25.5317440032959,2003.0,0.0,244.0,0.0,286.0,530.0,0.0,0.0,2.0,496.0,Gd,Unf,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,FV
1502,1503,0,1418,1,1,1,1,6,1,2010,2010,5,1418,8,160,192,0,224,0,0,0,4,2010,12853,20,0,Y,Ex,Partial,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,57.0,2010.0,0.0,1032.0,0.0,610.0,1642.0,1.0,0.0,3.0,852.0,Gd,Unf,No,Attchd,Po,Ex,GLQ,RFn,AllPub,TA,None,New,Typ,Gd,CmentBd,CemntBd,TA,FV
1503,1504,0,1848,2,1,3,1,7,1,2000,2000,5,975,8,280,184,0,0,0,0,0,4,2010,7379,60,873,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,68.0,2000.0,0.0,484.0,0.0,491.0,975.0,1.0,0.0,2.0,592.0,TA,Unf,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,FV
1504,1505,0,1492,2,0,3,1,6,1,2002,2002,5,1492,7,277,137,0,0,0,0,0,4,2010,8000,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,80.0,2002.0,0.0,833.0,0.0,659.0,1492.0,1.0,0.0,2.0,596.0,Gd,Unf,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,FV
1505,1506,0,1829,2,0,4,1,8,0,1967,1967,6,1829,6,0,76,0,0,0,0,0,5,2010,10456,20,0,Y,Gd,Normal,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Y,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,81.01651763916016,1967.0,120.0,506.0,0.0,1323.0,1829.0,1.0,0.0,2.0,535.0,Gd,Unf,No,Attchd,TA,TA,GLQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
1506,1507,0,2495,2,1,4,1,9,1,1993,1993,5,1280,6,224,32,0,0,0,0,0,3,2010,10791,60,1215,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,80.0,1993.0,0.0,1137.0,0.0,143.0,1280.0,1.0,0.0,2.0,660.0,TA,Unf,Mn,Attchd,TA,Gd,GLQ,Unf,AllPub,TA,None,WD,Typ,Gd,MetalSd,MetalSd,TA,RL
1507,1508,0,1891,3,0,3,1,7,1,1978,1978,5,1287,6,0,69,0,0,0,0,0,4,2010,18837,50,604,Y,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,95.36536407470703,1978.0,0.0,687.0,46.0,491.0,1224.0,0.0,1.0,2.0,678.0,TA,LwQ,Mn,Attchd,TA,Gd,ALQ,RFn,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RL
