Id,SalePrice
2109,111238.63
2110,132608.78
2111,149822.03
2112,134499.1
2113,110777.336
2114,110705.49
2115,155665.38
2116,121016.086
2117,146501.33
2118,115833.12
2119,96129.164
2120,121655.82
2121,89685.3
2122,97309.0
2123,88787.27
2124,178500.92
2125,126763.13
2126,141855.27
2127,162403.72
2128,122187.56
2129,108173.18
2130,134101.6
2131,155376.42
2132,116953.94
2133,119254.33
2134,118791.85
2135,98951.69
2136,78931.76
2137,116435.96
2138,132138.17
2139,155209.8
2140,137977.48
2141,145933.48
2142,129176.99
2143,139807.83
2144,120149.29
2145,138303.53
2146,164789.55
2147,148887.06
2148,128534.266
2149,151873.44
2150,208121.92
2151,131057.61
2152,190189.95
2153,171507.53
2154,115491.56
2155,129166.555
2156,244752.08
2157,229769.39
2158,245943.53
2159,228625.45
2160,173244.16
2161,243740.31
2162,401202.66
2163,358664.56
2164,255901.38
2165,178110.69
2166,144670.48
2167,223680.36
2168,197301.45
2169,195800.69
2170,218476.73
2171,143968.42
2172,142244.31
2173,163692.7
2174,236806.5
2175,338940.8
2176,319833.88
2177,246180.44
2178,211266.89
2179,141524.03
2180,224028.4
2181,192850.58
2182,220769.1
2183,193182.08
2184,128645.97
2185,126492.88
2186,145466.98
2187,155117.52
2188,162675.25
2189,212704.17
2190,90131.86
2191,92016.9
2192,101144.414
2193,108236.31
2194,106363.97
2195,113152.46
2196,99084.81
2197,114742.85
2198,163869.28
2199,165083.89
2200,144084.67
2201,145405.02
2202,208740.92
2203,143429.83
2204,176981.95
2205,100518.87
2206,141885.55
2207,221624.66
2208,266569.75
2209,227039.39
2210,124330.18
2211,121243.766
2212,114608.516
2213,108257.89
2214,125558.96
2215,108691.79
2216,155130.05
2217,97162.23
2218,82153.875
2219,82730.73
2220,80004.664
2221,298847.12
2222,250806.28
2223,270896.84
2224,215547.14
2225,122961.984
2226,184589.14
2227,191269.89
2228,267635.4
2229,247033.77
2230,154231.55
2231,219663.97
2232,174021.27
2233,169321.56
2234,243337.75
2235,212365.16
2236,278160.9
2237,341088.75
2238,211872.67
2239,128178.11
2240,159038.12
2241,169473.66
2242,130598.15
2243,128052.77
2244,116484.62
2245,119957.94
2246,140122.47
2247,111722.08
2248,125334.766
2249,127311.1
2250,137330.6
2251,106886.58
2252,174239.64
2253,154509.66
2254,177311.2
2255,182020.73
2256,189676.17
2257,202056.77
2258,174913.52
2259,174509.44
2260,158034.9
2261,196587.23
2262,226765.44
2263,332493.34
2264,423854.66
2265,174958.95
2266,282162.7
2267,365150.53
2268,388891.12
2269,142263.58
2270,189424.9
2271,228811.95
2272,199293.53
2273,159047.33
2274,170234.28
2275,171452.66
2276,190958.02
2277,172140.14
2278,142721.81
2279,121553.3
2280,124364.7
2281,162704.73
2282,181972.8
2283,104840.875
2284,101849.445
2285,162719.86
2286,123130.125
2287,367085.38
2288,268942.3
2289,400553.38
2290,457353.12
2291,318605.22
2292,421849.4
2293,503554.94
2294,439567.12
2295,445538.28
2296,281530.6
2297,318690.94
2298,323790.47
2299,416647.25
2300,336669.9
2301,268539.38
2302,244296.98
2303,241542.53
2304,249503.06
2305,179702.4
2306,171349.55
2307,175847.47
2308,221149.03
2309,271470.94
2310,220108.73
2311,199376.19
2312,174207.84
2313,174769.83
2314,180881.4
2315,173272.0
2316,185031.7
2317,177924.95
2318,172703.3
2319,178994.36
2320,190860.6
2321,251860.75
2322,177031.23
2323,185577.2
2324,172168.7
2325,202718.6
2326,165596.66
2327,218307.3
2328,234526.45
2329,181062.0
2330,170681.53
2331,378329.84
2332,406284.0
2333,322210.38
2334,251983.17
2335,252755.23
2336,332316.4
2337,195564.92
2338,296983.16
2339,215005.05
2340,402176.6
2341,212842.94
2342,230134.6
2343,211029.33
2344,235151.94
2345,235003.69
2346,228403.48
2347,197610.1
2348,235425.62
2349,173973.89
2350,273551.4
2351,245014.0
2352,251330.38
2353,235751.92
2354,140928.33
2355,160749.38
2356,148875.95
2357,192693.17
2358,190750.34
2359,131837.58
2360,111172.02
2361,145302.67
2362,269953.62
2363,144356.14
2364,170202.27
2365,226954.34
2366,211208.31
2367,226229.56
2368,209616.31
2369,222105.03
2370,160844.6
2371,164370.8
2372,183230.5
2373,264820.62
2374,316149.78
2375,257456.7
2376,288912.1
2377,396204.44
2378,137628.42
2379,187806.58
2380,141879.86
2381,155785.27
2382,190272.47
2383,198029.28
2384,240835.34
2385,160589.8
2386,136589.12
2387,136296.75
2388,109987.46
2389,128342.91
2390,146009.53
2391,144699.31
2392,116208.03
2393,174545.17
2394,150636.3
2395,209359.95
2396,138363.66
2397,220931.17
2398,136610.77
2399,62995.754
2400,60459.27
2401,109652.625
2402,137135.78
2403,142352.27
2404,151482.16
2405,154990.67
2406,142991.67
2407,126624.6
2408,142932.84
2409,127178.97
2410,168376.17
2411,122040.64
2412,160939.6
2413,131472.61
2414,129776.97
2415,136738.1
2416,130829.89
2417,129094.98
2418,122466.44
2419,124028.164
2420,125745.61
2421,148591.47
2422,122245.46
2423,133997.9
2424,155368.56
2425,206164.5
2426,136054.67
2427,141269.52
2428,185703.27
2429,117013.13
2430,131903.42
2431,108374.66
2432,143511.47
2433,145882.02
2434,137745.14
2435,147001.25
2436,113919.734
2437,103285.305
2438,127449.63
2439,112451.58
2440,122190.086
2441,106384.79
2442,104968.664
2443,120436.55
2444,124979.07
2445,72999.336
2446,126799.91
2447,192043.89
2448,136554.1
2449,102825.39
2450,143909.11
2451,119601.02
2452,206247.92
2453,97218.836
2454,139487.56
2455,119657.99
2456,126818.875
2457,123514.3
2458,119771.05
2459,101819.07
2460,136955.75
2461,102504.92
2462,132751.0
2463,117334.48
2464,164033.69
2465,126988.49
2466,108482.58
2467,150768.73
2468,71649.84
2469,72791.336
2470,180926.89
2471,210753.39
2472,158651.66
2473,120737.61
2474,92650.82
2475,226520.33
2476,105907.836
2477,121443.24
2478,154945.95
2479,105372.33
2480,149608.94
2481,121813.79
2482,130010.81
2483,114018.52
2484,117288.62
2485,121172.48
2486,151162.7
2487,175406.03
2488,161803.7
2489,147174.4
2490,153781.73
2491,91568.39
2492,172735.62
2493,143681.3
2494,151825.73
2495,90811.71
2496,241191.45
2497,147447.84
2498,114190.305
2499,90751.555
2500,128131.72
2501,136040.34
2502,147532.17
2503,94536.63
2504,169878.67
2505,232353.69
2506,256021.98
2507,318200.03
2508,256021.98
2509,212751.22
2510,222498.8
2511,179315.97
2512,205492.0
2513,206967.94
2514,232583.05
2515,143655.2
2516,165629.55
2517,137387.0
2518,147602.19
2519,223290.9
2520,204347.25
2521,189434.81
2522,219595.95
2523,126169.766
2524,132623.9
2525,142114.16
2526,134743.52
2527,106151.414
2528,130898.96
2529,131820.39
2530,119880.805
2531,252709.1
2532,225450.33
2533,195323.42
2534,231241.7
2535,333739.7
2536,239823.25
2537,246432.22
2538,183332.61
2539,188792.33
2540,168317.9
2541,181148.86
2542,163630.58
2543,132362.42
2544,129092.7
2545,135315.48
2546,136662.97
2547,141809.64
2548,156401.31
2549,160604.48
2550,319280.75
2551,139991.81
2552,126173.09
2553,77704.74
2554,117003.26
2555,124258.15
2556,106688.766
2557,114005.06
2558,163690.67
2559,134109.69
2560,134818.0
2561,159031.8
2562,131398.77
2563,147076.5
2564,188134.02
2565,152460.08
2566,158634.17
2567,129625.5
2568,191299.62
2569,198267.58
2570,121938.62
2571,186356.44
2572,184376.98
2573,210868.34
2574,273434.78
2575,132281.55
2576,132248.08
2577,136050.45
2578,85451.58
2579,65480.176
2580,144397.75
2581,131268.17
2582,118965.21
2583,277513.1
2584,161100.61
2585,186196.66
2586,225039.4
2587,200289.95
2588,155580.17
2589,145399.67
2590,209441.16
2591,227956.94
2592,207020.61
2593,245945.92
2594,175049.19
2595,208658.22
2596,332808.38
2597,177498.97
2598,267142.25
2599,326535.12
2600,200345.66
2601,139651.94
2602,82875.8
2603,106446.72
2604,90135.11
2605,70826.445
2606,142132.42
2607,179032.0
2608,198577.02
2609,160999.06
2610,120413.766
2611,130985.914
2612,149574.28
2613,129456.71
2614,125288.336
2615,147469.03
2616,144554.36
2617,184875.44
2618,214942.9
2619,200979.03
2620,180203.28
2621,183016.58
2622,185627.16
2623,251333.89
2624,281834.3
2625,324981.88
2626,164065.72
2627,183820.53
2628,449735.28
2629,543763.3
2630,385653.53
2631,486924.94
2632,442274.0
2633,310521.1
2634,402808.72
2635,153892.17
2636,186472.27
2637,186097.3
2638,247674.86
2639,190989.23
2640,151129.22
2641,103522.875
2642,191738.77
2643,100333.15
2644,122979.35
2645,103893.55
2646,98315.1
2647,103931.85
2648,145960.3
2649,149305.86
2650,153005.89
2651,146107.95
2652,425071.94
2653,249290.8
2654,242743.53
2655,378813.6
2656,318882.38
2657,337000.7
2658,277590.12
2659,328946.4
2660,336433.72
2661,371079.66
2662,351793.47
2663,267507.94
2664,262128.23
2665,327825.44
2666,278586.25
2667,169263.44
2668,182425.55
2669,175422.95
2670,307202.5
2671,183322.12
2672,187650.58
2673,206855.81
2674,204712.3
2675,172641.55
2676,183100.9
2677,187881.83
2678,263469.47
2679,285781.94
2680,280409.12
2681,420088.03
2682,351316.28
2683,531809.0
2684,325885.47
2685,355577.8
2686,249499.53
2687,319139.5
2688,229483.44
2689,216259.64
2690,478267.3
2691,182795.28
2692,142153.83
2693,199495.06
2694,144802.44
2695,189180.89
2696,183215.9
2697,184316.81
2698,188549.39
2699,173237.89
2700,152595.33
2701,152391.7
2702,107760.35
2703,144840.12
2704,139151.97
2705,117511.49
2706,117419.18
2707,126527.52
2708,134096.38
2709,117996.9
2710,129436.05
2711,283930.62
2712,383857.44
2713,170738.55
2714,154391.2
2715,161180.44
2716,159671.72
2717,185082.25
2718,224013.72
2719,151475.83
2720,177743.48
2721,136674.27
2722,154698.66
2723,151311.8
2724,129770.125
2725,137341.05
2726,142022.95
2727,180896.98
2728,160646.06
2729,151284.2
2730,139892.8
2731,133002.89
2732,122376.95
2733,156465.0
2734,150114.17
2735,130944.04
2736,133284.69
2737,122166.96
2738,136738.1
2739,161959.28
2740,135647.28
2741,145896.17
2742,145802.23
2743,147162.97
2744,158096.62
2745,143323.67
2746,140677.44
2747,147280.89
2748,119790.46
2749,127332.53
2750,134047.56
2751,137655.39
2752,208881.97
2753,157116.3
2754,263044.8
2755,125667.125
2756,103397.26
2757,77941.85
2758,92518.375
2759,149588.55
2760,139201.33
2761,142903.84
2762,143653.02
2763,187699.27
2764,165174.5
2765,283740.2
2766,134163.64
2767,86752.89
2768,141952.17
2769,134377.5
2770,160424.0
2771,117707.8
2772,126729.8
2773,157494.92
2774,132477.89
2775,119178.52
2776,140013.36
2777,152582.23
2778,130736.13
2779,122916.81
2780,99214.14
2781,93999.58
2782,94245.555
2783,102106.32
2784,123318.44
2785,125906.74
2786,80884.56
2787,123434.35
2788,71320.01
2789,206032.36
2790,87887.74
2791,113446.72
2792,62499.902
2793,165275.8
2794,101503.0
2795,111703.01
2796,98686.12
2797,202089.03
2798,112104.13
2799,111664.67
2800,69593.11
2801,109231.35
2802,134882.44
2803,168652.89
2804,143823.03
2805,102863.88
2806,82692.11
2807,165392.53
2808,150092.25
2809,134620.62
2810,136932.62
2811,151252.66
2812,148014.38
2813,171059.0
2814,173457.58
2815,109666.64
2816,220819.95
2817,147493.0
2818,132197.1
2819,172766.84
2820,134799.14
2821,109155.445
2822,189777.05
2823,289275.1
2824,183006.86
2825,164975.97
2826,131683.75
2827,140215.02
2828,209325.5
2829,190221.8
2830,233028.08
2831,184962.92
2832,246816.53
2833,298257.84
2834,213529.3
2835,206242.69
2836,186982.94
2837,166646.67
2838,150899.9
2839,179924.12
2840,195403.64
2841,200654.03
2842,219812.94
2843,140824.78
2844,145832.1
2845,120941.63
2846,206868.28
2847,200884.5
2848,228062.0
2849,199558.6
2850,287523.94
2851,236087.7
2852,235440.44
2853,240729.78
2854,141524.03
2855,205006.8
2856,198669.1
2857,186051.78
2858,208697.47
2859,126692.805
2860,136935.61
2861,129836.47
2862,196420.58
2863,139149.86
2864,247538.73
2865,141392.05
2866,151084.64
2867,99225.49
2868,100472.875
2869,102107.6
2870,132062.64
2871,98252.39
2872,55454.27
2873,102420.984
2874,131834.64
2875,116939.17
2876,166255.02
2877,133146.1
2878,182394.39
2879,140819.42
2880,99069.984
2881,150910.2
2882,168416.62
2883,186256.97
2884,198453.1
2885,192125.52
2886,216547.95
2887,99667.23
2888,131572.53
2889,54153.29
2890,82083.18
2891,132729.61
2892,67740.3
2893,104198.14
2894,74549.78
2895,298816.62
2896,284265.66
2897,209240.1
2898,146770.69
2899,221089.48
2900,151563.22
2901,208120.64
2902,188945.61
2903,345293.66
2904,375352.03
2905,85236.11
2906,216068.28
2907,115353.086
2908,133510.22
2909,151151.97
2910,89801.85
2911,82875.8
2912,146047.16
2913,89976.24
2914,78129.484
2915,82260.055
2916,86637.46
2917,163344.45
2918,126238.36
2919,241493.62
